param times: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	1994.0	1438.0	1945.0	1997.0	508.0	2016.0	1857.0	1195.0	1846.0	
1	2104.0	0.0	1771.0	1414.0	1361.0	1536.0	1014.0	991.0	2059.0	1970.0	
2	2100.0	1886.0	0.0	889.0	801.0	1228.0	1555.0	1315.0	1244.0	531.0	
3	2088.0	1373.0	634.0	0.0	288.0	1421.0	1042.0	802.0	945.0	832.0	
4	2243.0	1198.0	820.0	463.0	0.0	1608.0	867.0	627.0	1301.0	1019.0	
5	936.0	1342.0	1221.0	1406.0	1469.0	0.0	1543.0	1477.0	1659.0	1473.0	
6	2206.0	920.0	1369.0	1012.0	1051.0	1776.0	0.0	522.0	1508.0	1568.0	
7	2506.0	1304.0	1227.0	870.0	989.0	2160.0	567.0	0.0	1549.0	1426.0	
8	1288.0	1956.0	1090.0	940.0	1001.0	1314.0	1370.0	1475.0	0.0	1144.0	
9	1909.0	1982.0	447.0	835.0	897.0	1535.0	1651.0	1411.0	1141.0	0.0	
;

param distances: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	13890.0	21025.0	12335.0	11228.0	4289.0	14348.0	33873.0	7126.0	14730.0	
1	16031.0	0.0	34486.0	28062.0	26436.0	14347.0	11650.0	14536.0	15780.0	34003.0	
2	14451.0	32526.0	0.0	7362.0	10153.0	20927.0	19813.0	17672.0	9364.0	2710.0	
3	12853.0	26271.0	9881.0	0.0	3899.0	28099.0	13559.0	11418.0	5787.0	9398.0	
4	14128.0	23195.0	14187.0	7763.0	0.0	32405.0	10483.0	8342.0	8248.0	13703.0	
5	10534.0	22787.0	23273.0	29958.0	31003.0	0.0	31835.0	31299.0	16854.0	24609.0	
6	13259.0	10274.0	20486.0	14062.0	8151.0	14304.0	0.0	5206.0	8709.0	20002.0	
7	16401.0	13402.0	20203.0	13779.0	8491.0	17432.0	4935.0	0.0	10169.0	19720.0	
8	7622.0	15017.0	9493.0	5533.0	5510.0	10139.0	8309.0	10006.0	0.0	6185.0	
9	13352.0	32225.0	2743.0	8807.0	9852.0	21775.0	19512.0	17371.0	6371.0	0.0	
;
