param times: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	1461.0	1491.0	254.0	583.0	2504.0	1084.0	1814.0	1078.0	1530.0	
1	1662.0	0.0	710.0	1658.0	1035.0	1558.0	672.0	1245.0	975.0	731.0	
2	1719.0	673.0	0.0	1437.0	1372.0	1848.0	1025.0	1569.0	977.0	159.0	
3	396.0	1418.0	1329.0	0.0	555.0	2341.0	1040.0	1987.0	899.0	1367.0	
4	684.0	989.0	1455.0	715.0	0.0	2297.0	611.0	1726.0	594.0	1476.0	
5	2651.0	1678.0	1926.0	2369.0	2385.0	0.0	1979.0	1064.0	2264.0	1988.0	
6	1088.0	679.0	1147.0	1119.0	461.0	2052.0	0.0	1481.0	726.0	1168.0	
7	1868.0	1258.0	1526.0	1899.0	1772.0	1026.0	1367.0	0.0	2037.0	1588.0	
8	1288.0	986.0	1053.0	1068.0	671.0	2207.0	771.0	1927.0	0.0	1073.0	
9	1719.0	731.0	86.0	1437.0	1429.0	1851.0	1082.0	1636.0	1034.0	0.0	
;

param distances: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	9211.0	23048.0	2095.0	3712.0	37810.0	6686.0	10740.0	7833.0	23092.0	
1	10433.0	0.0	5664.0	19535.0	6319.0	9018.0	4116.0	7550.0	6769.0	5585.0	
2	23767.0	5592.0	0.0	20949.0	9878.0	15323.0	7701.0	14411.0	7607.0	1160.0	
3	2925.0	11240.0	21068.0	0.0	6087.0	35829.0	8714.0	12100.0	8251.0	21111.0	
4	4278.0	5886.0	10212.0	4974.0	0.0	12946.0	3360.0	10441.0	4413.0	10134.0	
5	38728.0	8783.0	14964.0	35910.0	12834.0	0.0	10482.0	4995.0	37825.0	15380.0	
6	6608.0	4056.0	8394.0	7303.0	2494.0	11126.0	0.0	8622.0	4609.0	8315.0	
7	10283.0	7199.0	14425.0	10978.0	10364.0	4900.0	8012.0	0.0	12479.0	14841.0	
8	9110.0	6563.0	7847.0	12540.0	5128.0	32254.0	4952.0	12120.0	0.0	7769.0	
9	23631.0	5916.0	524.0	20813.0	10202.0	23768.0	8024.0	14986.0	7930.0	0.0	
;

param times: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	945.0	1952.0	1235.0	1284.0	1657.0	1855.0	1643.0	1179.0	1676.0	
1	1132.0	0.0	2159.0	542.0	880.0	1262.0	1414.0	2041.0	1388.0	1281.0	
2	2083.0	1854.0	0.0	2083.0	2023.0	1183.0	1243.0	1015.0	1257.0	1202.0	
3	1295.0	531.0	2096.0	0.0	809.0	1199.0	1351.0	2224.0	1499.0	1218.0	
4	1231.0	841.0	2112.0	652.0	0.0	1215.0	1367.0	2084.0	1602.0	1234.0	
5	1860.0	1343.0	1230.0	1284.0	1224.0	0.0	485.0	1358.0	1643.0	286.0	
6	1818.0	1414.0	1196.0	1355.0	1295.0	455.0	0.0	942.0	1609.0	472.0	
7	1780.0	1857.0	998.0	2197.0	2054.0	1297.0	916.0	0.0	1470.0	1316.0	
8	1305.0	1075.0	1369.0	1435.0	1503.0	1726.0	1761.0	1541.0	0.0	1744.0	
9	1923.0	1397.0	1284.0	1338.0	1278.0	337.0	464.0	1347.0	1697.0	0.0	
;

param distances: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	12732.0	33731.0	13247.0	10902.0	27746.0	10761.0	9473.0	17033.0	27645.0	
1	8965.0	0.0	41754.0	3696.0	10501.0	23982.0	25530.0	21509.0	24923.0	23881.0	
2	33816.0	36803.0	0.0	33868.0	31515.0	16137.0	8343.0	6657.0	21479.0	16035.0	
3	13477.0	6991.0	38703.0	0.0	6640.0	20931.0	22479.0	26816.0	26215.0	20829.0	
4	10043.0	6646.0	36787.0	5440.0	0.0	19015.0	20563.0	12509.0	24805.0	18913.0	
5	30197.0	24686.0	21236.0	21798.0	19445.0	0.0	5011.0	9349.0	35719.0	2773.0	
6	10293.0	25377.0	19203.0	22490.0	20136.0	4758.0	0.0	4837.0	33687.0	3049.0	
7	10038.0	19131.0	6740.0	31896.0	13151.0	14165.0	5088.0	0.0	20649.0	14063.0	
8	17368.0	20355.0	20219.0	25585.0	23294.0	33923.0	32800.0	8865.0	0.0	33821.0	
9	11818.0	24530.0	21080.0	21642.0	19288.0	2875.0	2417.0	6755.0	35563.0	0.0	
;

