param times: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	1716.0	1438.0	1623.0	1685.0	508.0	1914.0	1848.0	1195.0	1689.0	
1	1799.0	0.0	1812.0	1455.0	1401.0	1536.0	1022.0	1030.0	2059.0	2010.0	
2	1594.0	1886.0	0.0	739.0	801.0	1225.0	1555.0	1315.0	1244.0	560.0	
3	1787.0	1373.0	634.0	0.0	288.0	1419.0	1042.0	802.0	945.0	832.0	
4	1974.0	1198.0	820.0	463.0	0.0	1605.0	867.0	627.0	1301.0	1019.0	
5	865.0	1326.0	1216.0	1401.0	1464.0	0.0	1524.0	1459.0	1517.0	1467.0	
6	2090.0	920.0	1369.0	1012.0	958.0	1776.0	0.0	522.0	1508.0	1568.0	
7	2381.0	1304.0	1227.0	870.0	817.0	2012.0	567.0	0.0	1549.0	1426.0	
8	1294.0	1934.0	1090.0	940.0	1001.0	1314.0	1348.0	1475.0	0.0	1144.0	
9	1909.0	1982.0	505.0	835.0	897.0	1439.0	1651.0	1411.0	1141.0	0.0	
;

param distances: 0 1 2 3 4 5 6 7 8 9  :=	
0	0.0	25361.0	21025.0	27711.0	28756.0	4289.0	34409.0	33873.0	7126.0	22362.0	
1	28479.0	0.0	33832.0	27408.0	25783.0	14347.0	11650.0	13882.0	15780.0	33349.0	
2	22450.0	32526.0	0.0	9108.0	10153.0	20927.0	19813.0	17672.0	9364.0	3564.0	
3	29623.0	26271.0	9881.0	0.0	3899.0	28099.0	13559.0	11418.0	5787.0	9398.0	
4	33928.0	23195.0	14187.0	7763.0	0.0	32405.0	10483.0	8342.0	8248.0	13703.0	
5	11798.0	22787.0	23273.0	29958.0	31003.0	0.0	31835.0	31299.0	20172.0	24609.0	
6	34548.0	10274.0	20486.0	14062.0	12436.0	14304.0	0.0	5206.0	8709.0	20002.0	
7	39945.0	13402.0	20203.0	13779.0	12154.0	38421.0	4935.0	0.0	10169.0	19720.0	
8	7773.0	15017.0	9493.0	5533.0	5510.0	10139.0	8309.0	10006.0	0.0	6185.0	
9	13352.0	32225.0	3542.0	8807.0	9852.0	22047.0	19512.0	17371.0	6371.0	0.0	
;

